국가,연도,의약품,의약품소비량,의약품판매량
슬로바키아,1998,항 부정맥제,2.9,367.2
슬로바키아,1998,이뇨제,30.6,367.2
슬로바키아,1998,진통제,24.7,367.2
슬로바키아,1998,수면제 및 진정제,18.2,367.2
슬로바키아,1998,항우울제,6.2,367.2
슬로바키아,1999,소화관 및 신진대사,303.1,328.4
슬로바키아,1999,제산제,2.3,328.4
슬로바키아,1999,소화성궤양 및 위장용 약물,9.9,328.4
슬로바키아,1999,당뇨 약물,9.9,328.4
슬로바키아,1999,심장 배당체,10.1,328.4
슬로바키아,1999,항 부정맥제,3.3,328.4
슬로바키아,1999,이뇨제,31.3,328.4
슬로바키아,1999,향균제,23.8,328.4
슬로바키아,1999,진통제,28.3,328.4
슬로바키아,1999,수면제 및 진정제,17.0,328.4
슬로바키아,1999,항우울제,7.4,328.4
슬로바키아,2000,소화관 및 신진대사,307.6,331.0
슬로바키아,2000,제산제,2.1,331.0
슬로바키아,2000,소화성궤양 및 위장용 약물,10.2,331.0
슬로바키아,2000,당뇨 약물,10.3,331.0
슬로바키아,2000,심장 배당체,8.6,331.0
슬로바키아,2000,항 부정맥제,5.4,331.0
슬로바키아,2000,이뇨제,31.2,331.0
슬로바키아,2000,향균제,25.8,331.0
슬로바키아,2000,진통제,24.2,331.0
슬로바키아,2000,수면제 및 진정제,15.4,331.0
슬로바키아,2000,항우울제,8.6,331.0
슬로바키아,2001,소화관 및 신진대사,313.0,344.0
슬로바키아,2001,제산제,2.0,344.0
슬로바키아,2001,소화성궤양 및 위장용 약물,24.9,344.0
슬로바키아,2001,당뇨 약물,31.2,344.0
슬로바키아,2001,심장 배당체,8.3,344.0
슬로바키아,2001,항 부정맥제,5.8,344.0
슬로바키아,2001,이뇨제,34.0,344.0
슬로바키아,2001,향균제,27.1,344.0
슬로바키아,2001,진통제,24.7,344.0
슬로바키아,2001,수면제 및 진정제,15.5,344.0
슬로바키아,2001,항우울제,10.9,344.0
슬로바키아,2002,소화관 및 신진대사,307.0,475.2
슬로바키아,2002,제산제,1.9,475.2
슬로바키아,2002,소화성궤양 및 위장용 약물,20.1,475.2
슬로바키아,2002,당뇨 약물,33.6,475.2
슬로바키아,2002,심장 배당체,8.0,475.2
슬로바키아,2002,항 부정맥제,6.0,475.2
슬로바키아,2002,이뇨제,36.5,475.2
슬로바키아,2002,향균제,25.2,475.2
슬로바키아,2002,진통제,24.8,475.2
슬로바키아,2002,수면제 및 진정제,15.8,475.2
슬로바키아,2002,항우울제,13.6,475.2
슬로바키아,2003,소화관 및 신진대사,282.0,623.7
슬로바키아,2003,제산제,1.6,623.7
슬로바키아,2003,소화성궤양 및 위장용 약물,16.0,623.7
슬로바키아,2003,당뇨 약물,35.0,623.7
슬로바키아,2003,심장 배당체,7.2,623.7
슬로바키아,2003,항 부정맥제,5.8,623.7
슬로바키아,2003,이뇨제,33.0,623.7
슬로바키아,2003,진통제,27.4,623.7
슬로바키아,2003,수면제 및 진정제,14.2,623.7
슬로바키아,2003,항우울제,13.9,623.7
슬로바키아,2004,소화관 및 신진대사,247.0,624.4
슬로바키아,2004,제산제,1.4,624.4
슬로바키아,2004,소화성궤양 및 위장용 약물,15.2,624.4
슬로바키아,2004,당뇨 약물,33.8,624.4
슬로바키아,2004,심장 배당체,6.6,624.4
슬로바키아,2004,항 부정맥제,4.3,624.4
슬로바키아,2004,이뇨제,31.7,624.4
슬로바키아,2004,향균제,21.5,624.4
슬로바키아,2004,진통제,30.8,624.4
슬로바키아,2004,수면제 및 진정제,13.4,624.4
슬로바키아,2004,항우울제,14.9,624.4
슬로바키아,2005,소화관 및 신진대사,246.3,717.7
슬로바키아,2005,제산제,1.0,717.7
슬로바키아,2005,소화성궤양 및 위장용 약물,17.5,717.7
슬로바키아,2005,당뇨 약물,36.5,717.7
슬로바키아,2005,심장 배당체,6.0,717.7
슬로바키아,2005,항 부정맥제,4.6,717.7
슬로바키아,2005,이뇨제,32.6,717.7
슬로바키아,2005,향균제,24.0,717.7
슬로바키아,2005,진통제,40.1,717.7
슬로바키아,2005,수면제 및 진정제,10.7,717.7
슬로바키아,2005,항우울제,18.1,717.7
슬로바키아,2006,소화관 및 신진대사,240.6,840.7
슬로바키아,2006,제산제,1.0,840.7
슬로바키아,2006,소화성궤양 및 위장용 약물,19.3,840.7
슬로바키아,2006,당뇨 약물,38.0,840.7
슬로바키아,2006,심장 배당체,5.6,840.7
슬로바키아,2006,항 부정맥제,5.1,840.7
슬로바키아,2006,이뇨제,38.6,840.7
슬로바키아,2006,향균제,21.5,840.7
슬로바키아,2006,진통제,24.6,840.7
슬로바키아,2006,수면제 및 진정제,10.1,840.7
슬로바키아,2006,항우울제,19.4,840.7
슬로바키아,2007,소화관 및 신진대사,253.2,1172.5
슬로바키아,2007,제산제,0.7,1172.5
슬로바키아,2007,소화성궤양 및 위장용 약물,23.3,1172.5
슬로바키아,2007,당뇨 약물,43.4,1172.5
슬로바키아,2007,심장 배당체,5.3,1172.5
슬로바키아,2007,항 부정맥제,5.9,1172.5
슬로바키아,2007,이뇨제,39.3,1172.5
슬로바키아,2007,향균제,23.8,1172.5
슬로바키아,2007,진통제,26.1,1172.5
슬로바키아,2007,수면제 및 진정제,11.5,1172.5
슬로바키아,2007,항우울제,22.7,1172.5
슬로바키아,2008,소화관 및 신진대사,268.3,1485.0
슬로바키아,2008,제산제,0.7,1485.0
슬로바키아,2008,소화성궤양 및 위장용 약물,26.7,1485.0
슬로바키아,2008,당뇨 약물,48.6,1485.0
슬로바키아,2008,심장 배당체,4.8,1485.0
슬로바키아,2008,항 부정맥제,6.6,1485.0
슬로바키아,2008,이뇨제,40.6,1485.0
슬로바키아,2008,향균제,22.4,1485.0
슬로바키아,2008,진통제,28.5,1485.0
슬로바키아,2008,수면제 및 진정제,12.4,1485.0
슬로바키아,2008,항우울제,24.9,1485.0
슬로바키아,2009,소화관 및 신진대사,282.9,1524.5
슬로바키아,2009,제산제,0.8,1524.5
슬로바키아,2009,소화성궤양 및 위장용 약물,30.4,1524.5
슬로바키아,2009,당뇨 약물,50.0,1524.5
슬로바키아,2009,심장 배당체,4.3,1524.5
슬로바키아,2009,항 부정맥제,7.1,1524.5
슬로바키아,2009,이뇨제,41.0,1524.5
슬로바키아,2009,향균제,23.0,1524.5
슬로바키아,2009,진통제,29.7,1524.5
슬로바키아,2009,수면제 및 진정제,14.3,1524.5
슬로바키아,2009,항우울제,27.0,1524.5
슬로바키아,2010,소화관 및 신진대사,305.7,1479.1
슬로바키아,2010,제산제,0.8,1479.1
슬로바키아,2010,소화성궤양 및 위장용 약물,32.7,1479.1
슬로바키아,2010,당뇨 약물,57.8,1479.1
슬로바키아,2010,심장 배당체,3.9,1479.1
슬로바키아,2010,항 부정맥제,7.4,1479.1
슬로바키아,2010,이뇨제,39.8,1479.1
슬로바키아,2010,진통제,30.3,1479.1
슬로바키아,2010,수면제 및 진정제,14.7,1479.1
슬로바키아,2010,항우울제,29.0,1479.1
슬로바키아,2011,소화관 및 신진대사,300.0,1570.9
슬로바키아,2011,제산제,0.8,1570.9
슬로바키아,2011,소화성궤양 및 위장용 약물,35.8,1570.9
슬로바키아,2011,당뇨 약물,61.3,1570.9
슬로바키아,2011,심장 배당체,3.5,1570.9
슬로바키아,2011,항 부정맥제,8.2,1570.9
슬로바키아,2011,이뇨제,39.1,1570.9
슬로바키아,2011,향균제,21.4,1570.9
슬로바키아,2011,진통제,32.3,1570.9
슬로바키아,2011,수면제 및 진정제,15.4,1570.9
슬로바키아,2011,항우울제,30.7,1570.9
슬로바키아,2012,소화관 및 신진대사,283.7,1418.7
슬로바키아,2012,제산제,0.7,1418.7
슬로바키아,2012,소화성궤양 및 위장용 약물,34.9,1418.7
슬로바키아,2012,당뇨 약물,58.0,1418.7
슬로바키아,2012,심장 배당체,3.1,1418.7
슬로바키아,2012,항 부정맥제,8.2,1418.7
슬로바키아,2012,이뇨제,37.7,1418.7
슬로바키아,2012,향균제,19.7,1418.7
슬로바키아,2012,진통제,32.1,1418.7
슬로바키아,2012,수면제 및 진정제,14.4,1418.7
슬로바키아,2012,항우울제,30.2,1418.7
슬로바키아,2013,소화관 및 신진대사,321.4,1632.5
슬로바키아,2013,제산제,0.7,1632.5
슬로바키아,2013,소화성궤양 및 위장용 약물,40.6,1632.5
슬로바키아,2013,당뇨 약물,65.6,1632.5
슬로바키아,2013,심장 배당체,3.2,1632.5
슬로바키아,2013,항 부정맥제,9.7,1632.5
슬로바키아,2013,이뇨제,43.1,1632.5
슬로바키아,2013,향균제,23.2,1632.5
슬로바키아,2013,진통제,38.3,1632.5
슬로바키아,2013,수면제 및 진정제,17.2,1632.5
슬로바키아,2013,항우울제,35.2,1632.5
슬로바키아,2014,소화관 및 신진대사,335.5,1749.9
슬로바키아,2014,제산제,0.7,1749.9
슬로바키아,2014,소화성궤양 및 위장용 약물,45.0,1749.9
슬로바키아,2014,당뇨 약물,70.4,1749.9
슬로바키아,2014,심장 배당체,2.9,1749.9
슬로바키아,2014,항 부정맥제,10.0,1749.9
슬로바키아,2014,이뇨제,44.7,1749.9
슬로바키아,2014,향균제,21.2,1749.9
슬로바키아,2014,진통제,40.0,1749.9
슬로바키아,2014,수면제 및 진정제,18.0,1749.9
슬로바키아,2014,항우울제,38.1,1749.9
슬로바키아,2015,소화관 및 신진대사,356.0,1536.2
슬로바키아,2015,제산제,0.7,1536.2
슬로바키아,2015,소화성궤양 및 위장용 약물,45.3,1536.2
슬로바키아,2015,당뇨 약물,75.2,1536.2
슬로바키아,2015,심장 배당체,2.6,1536.2
슬로바키아,2015,항 부정맥제,10.6,1536.2
슬로바키아,2015,이뇨제,45.9,1536.2
슬로바키아,2015,향균제,24.2,1536.2
슬로바키아,2015,진통제,42.6,1536.2
슬로바키아,2015,수면제 및 진정제,18.7,1536.2
슬로바키아,2015,항우울제,40.0,1536.2
슬로바키아,2016,소화관 및 신진대사,271.0,1741.5
슬로바키아,2016,제산제,0.0,1741.5
슬로바키아,2016,소화성궤양 및 위장용 약물,46.4,1741.5
슬로바키아,2016,당뇨 약물,76.3,1741.5
슬로바키아,2016,심장 배당체,2.4,1741.5
슬로바키아,2016,항 부정맥제,10.4,1741.5
슬로바키아,2016,이뇨제,43.1,1741.5
슬로바키아,2016,향균제,23.6,1741.5
슬로바키아,2016,진통제,21.2,1741.5
슬로바키아,2016,수면제 및 진정제,14.4,1741.5
슬로바키아,2016,항우울제,38.9,1741.5
슬로바키아,2017,소화관 및 신진대사,275.4,1765.7
슬로바키아,2017,제산제,0.0,1765.7
슬로바키아,2017,소화성궤양 및 위장용 약물,46.2,1765.7
슬로바키아,2017,당뇨 약물,76.0,1765.7
슬로바키아,2017,심장 배당체,2.2,1765.7
슬로바키아,2017,항 부정맥제,10.4,1765.7
슬로바키아,2017,이뇨제,42.9,1765.7
슬로바키아,2017,향균제,20.0,1765.7
슬로바키아,2017,진통제,20.9,1765.7
슬로바키아,2017,수면제 및 진정제,14.1,1765.7
슬로바키아,2017,항우울제,39.4,1765.7
슬로바키아,2018,소화관 및 신진대사,269.5,1924.1
슬로바키아,2018,제산제,0.0,1924.1
슬로바키아,2018,소화성궤양 및 위장용 약물,47.7,1924.1
슬로바키아,2018,당뇨 약물,76.8,1924.1
슬로바키아,2018,심장 배당체,2.1,1924.1
슬로바키아,2018,항 부정맥제,10.3,1924.1
슬로바키아,2018,이뇨제,44.0,1924.1
슬로바키아,2018,향균제,22.0,1924.1
슬로바키아,2018,진통제,20.7,1924.1
슬로바키아,2018,수면제 및 진정제,14.5,1924.1
슬로바키아,2018,항우울제,41.1,1924.1
슬로바키아,2019,소화관 및 신진대사,299.0,1936.9
슬로바키아,2019,제산제,0.0,1936.9
슬로바키아,2019,소화성궤양 및 위장용 약물,53.4,1936.9
슬로바키아,2019,당뇨 약물,88.2,1936.9
슬로바키아,2019,심장 배당체,2.2,1936.9
슬로바키아,2019,항 부정맥제,11.8,1936.9
슬로바키아,2019,이뇨제,50.0,1936.9
슬로바키아,2019,향균제,19.3,1936.9
슬로바키아,2019,진통제,22.2,1936.9
슬로바키아,2019,수면제 및 진정제,16.7,1936.9
슬로바키아,2019,항우울제,47.6,1936.9
슬로베니아,2007,소화관 및 신진대사,111.6,585.8
슬로베니아,2007,제산제,0.2,585.8
슬로베니아,2007,소화성궤양 및 위장용 약물,43.4,585.8
슬로베니아,2007,당뇨 약물,48.8,585.8
슬로베니아,2007,심장 배당체,3.9,585.8
슬로베니아,2007,항 부정맥제,4.8,585.8
슬로베니아,2007,이뇨제,34.2,585.8
슬로베니아,2007,향균제,15.0,585.8
슬로베니아,2007,진통제,15.7,585.8
슬로베니아,2007,수면제 및 진정제,13.9,585.8
슬로베니아,2007,항우울제,37.3,585.8
슬로베니아,2008,소화관 및 신진대사,118.0,660.0
슬로베니아,2008,제산제,0.1,660.0
슬로베니아,2008,소화성궤양 및 위장용 약물,48.1,660.0
슬로베니아,2008,당뇨 약물,51.2,660.0
슬로베니아,2008,심장 배당체,3.6,660.0
슬로베니아,2008,항 부정맥제,4.7,660.0
슬로베니아,2008,이뇨제,34.9,660.0
슬로베니아,2008,향균제,14.1,660.0
슬로베니아,2008,진통제,16.7,660.0
슬로베니아,2008,수면제 및 진정제,14.1,660.0
슬로베니아,2008,항우울제,41.1,660.0
슬로베니아,2009,소화관 및 신진대사,121.9,648.1
슬로베니아,2009,제산제,0.1,648.1
슬로베니아,2009,소화성궤양 및 위장용 약물,49.7,648.1
슬로베니아,2009,당뇨 약물,54.3,648.1
슬로베니아,2009,심장 배당체,3.2,648.1
슬로베니아,2009,항 부정맥제,4.5,648.1
슬로베니아,2009,이뇨제,35.3,648.1
슬로베니아,2009,향균제,13.5,648.1
슬로베니아,2009,진통제,17.3,648.1
슬로베니아,2009,수면제 및 진정제,14.2,648.1
슬로베니아,2009,항우울제,43.2,648.1
슬로베니아,2010,소화관 및 신진대사,123.8,628.8
슬로베니아,2010,제산제,0.1,628.8
슬로베니아,2010,소화성궤양 및 위장용 약물,49.6,628.8
슬로베니아,2010,당뇨 약물,55.5,628.8
슬로베니아,2010,심장 배당체,3.1,628.8
슬로베니아,2010,항 부정맥제,4.4,628.8
슬로베니아,2010,이뇨제,34.7,628.8
슬로베니아,2010,향균제,13.4,628.8
슬로베니아,2010,진통제,16.9,628.8
슬로베니아,2010,수면제 및 진정제,14.3,628.8
슬로베니아,2010,항우울제,44.1,628.8
슬로베니아,2011,소화관 및 신진대사,141.3,654.3
슬로베니아,2011,제산제,0.1,654.3
슬로베니아,2011,소화성궤양 및 위장용 약물,57.4,654.3
슬로베니아,2011,당뇨 약물,61.0,654.3
슬로베니아,2011,심장 배당체,2.9,654.3
슬로베니아,2011,항 부정맥제,4.5,654.3
슬로베니아,2011,이뇨제,35.6,654.3
슬로베니아,2011,향균제,13.4,654.3
슬로베니아,2011,진통제,19.0,654.3
슬로베니아,2011,수면제 및 진정제,14.1,654.3
슬로베니아,2011,항우울제,50.0,654.3
슬로베니아,2012,소화관 및 신진대사,177.7,583.8
슬로베니아,2012,제산제,0.2,583.8
슬로베니아,2012,소화성궤양 및 위장용 약물,58.2,583.8
슬로베니아,2012,당뇨 약물,70.6,583.8
슬로베니아,2012,심장 배당체,2.7,583.8
슬로베니아,2012,항 부정맥제,4.5,583.8
슬로베니아,2012,이뇨제,35.5,583.8
슬로베니아,2012,향균제,13.2,583.8
슬로베니아,2012,진통제,16.8,583.8
슬로베니아,2012,수면제 및 진정제,13.2,583.8
슬로베니아,2012,항우울제,51.0,583.8
슬로베니아,2013,소화관 및 신진대사,184.5,599.1
슬로베니아,2013,제산제,0.3,599.1
슬로베니아,2013,소화성궤양 및 위장용 약물,58.8,599.1
슬로베니아,2013,당뇨 약물,73.2,599.1
슬로베니아,2013,심장 배당체,2.6,599.1
슬로베니아,2013,항 부정맥제,4.4,599.1
슬로베니아,2013,이뇨제,35.5,599.1
슬로베니아,2013,향균제,13.3,599.1
슬로베니아,2013,진통제,18.2,599.1
슬로베니아,2013,수면제 및 진정제,13.1,599.1
슬로베니아,2013,항우울제,53.3,599.1
슬로베니아,2014,소화관 및 신진대사,188.9,574.3
슬로베니아,2014,제산제,0.4,574.3
슬로베니아,2014,소화성궤양 및 위장용 약물,58.6,574.3
슬로베니아,2014,당뇨 약물,74.3,574.3
슬로베니아,2014,심장 배당체,2.4,574.3
슬로베니아,2014,항 부정맥제,4.2,574.3
슬로베니아,2014,이뇨제,35.7,574.3
슬로베니아,2014,향균제,13.1,574.3
슬로베니아,2014,진통제,18.7,574.3
슬로베니아,2014,수면제 및 진정제,12.4,574.3
슬로베니아,2014,항우울제,55.0,574.3
슬로베니아,2015,소화관 및 신진대사,198.3,494.9
슬로베니아,2015,제산제,0.5,494.9
슬로베니아,2015,소화성궤양 및 위장용 약물,62.0,494.9
슬로베니아,2015,당뇨 약물,76.1,494.9
슬로베니아,2015,심장 배당체,2.3,494.9
슬로베니아,2015,항 부정맥제,4.2,494.9
슬로베니아,2015,이뇨제,35.9,494.9
슬로베니아,2015,향균제,13.3,494.9
슬로베니아,2015,진통제,20.2,494.9
슬로베니아,2015,수면제 및 진정제,11.7,494.9
슬로베니아,2015,항우울제,56.8,494.9
슬로베니아,2016,소화관 및 신진대사,210.5,516.6
슬로베니아,2016,제산제,0.6,516.6
슬로베니아,2016,소화성궤양 및 위장용 약물,65.7,516.6
슬로베니아,2016,당뇨 약물,78.7,516.6
슬로베니아,2016,심장 배당체,2.1,516.6
슬로베니아,2016,항 부정맥제,4.1,516.6
슬로베니아,2016,이뇨제,35.7,516.6
슬로베니아,2016,향균제,13.0,516.6
슬로베니아,2016,진통제,21.1,516.6
슬로베니아,2016,수면제 및 진정제,11.1,516.6
슬로베니아,2016,항우울제,58.6,516.6
슬로베니아,2017,소화관 및 신진대사,221.7,547.0
슬로베니아,2017,제산제,0.6,547.0
슬로베니아,2017,소화성궤양 및 위장용 약물,67.9,547.0
슬로베니아,2017,당뇨 약물,80.8,547.0
슬로베니아,2017,심장 배당체,2.0,547.0
슬로베니아,2017,항 부정맥제,4.0,547.0
슬로베니아,2017,이뇨제,35.2,547.0
슬로베니아,2017,향균제,13.1,547.0
슬로베니아,2017,진통제,22.5,547.0
슬로베니아,2017,수면제 및 진정제,10.6,547.0
슬로베니아,2017,항우울제,59.5,547.0
슬로베니아,2018,소화관 및 신진대사,233.3,610.2
슬로베니아,2018,제산제,0.7,610.2
슬로베니아,2018,소화성궤양 및 위장용 약물,70.1,610.2
슬로베니아,2018,당뇨 약물,82.7,610.2
슬로베니아,2018,심장 배당체,1.9,610.2
슬로베니아,2018,항 부정맥제,4.0,610.2
슬로베니아,2018,이뇨제,35.0,610.2
슬로베니아,2018,향균제,13.2,610.2
슬로베니아,2018,진통제,22.8,610.2
슬로베니아,2018,수면제 및 진정제,10.3,610.2
슬로베니아,2018,항우울제,61.5,610.2
슬로베니아,2019,소화관 및 신진대사,249.8,596.6
슬로베니아,2019,제산제,0.8,596.6
슬로베니아,2019,소화성궤양 및 위장용 약물,72.6,596.6
슬로베니아,2019,당뇨 약물,83.4,596.6
슬로베니아,2019,심장 배당체,1.6,596.6
슬로베니아,2019,항 부정맥제,4.0,596.6
슬로베니아,2019,이뇨제,35.2,596.6
슬로베니아,2019,향균제,13.0,596.6
슬로베니아,2019,진통제,23.3,596.6
슬로베니아,2019,수면제 및 진정제,9.8,596.6
슬로베니아,2019,항우울제,63.3,596.6
스페인,2004,소화관 및 신진대사,164.9,12296.5
스페인,2004,제산제,4.1,12296.5
스페인,2004,소화성궤양 및 위장용 약물,61.3,12296.5
스페인,2004,당뇨 약물,51.7,12296.5
스페인,2004,심장 배당체,6.1,12296.5
스페인,2004,항 부정맥제,3.0,12296.5
스페인,2004,이뇨제,38.1,12296.5
스페인,2004,진통제,24.3,12296.5
스페인,2004,수면제 및 진정제,20.9,12296.5
스페인,2004,항우울제,44.1,12296.5
스페인,2005,소화관 및 신진대사,170.0,12895.3
스페인,2005,제산제,3.6,12895.3
스페인,2005,소화성궤양 및 위장용 약물,65.2,12895.3
스페인,2005,당뇨 약물,53.3,12895.3
스페인,2005,심장 배당체,5.8,12895.3
스페인,2005,항 부정맥제,3.0,12895.3
스페인,2005,이뇨제,38.8,12895.3
스페인,2005,진통제,24.2,12895.3
스페인,2005,수면제 및 진정제,21.9,12895.3
스페인,2005,항우울제,45.0,12895.3
스페인,2006,소화관 및 신진대사,188.8,13917.1
스페인,2006,제산제,3.2,13917.1
스페인,2006,소화성궤양 및 위장용 약물,80.6,13917.1
스페인,2006,당뇨 약물,55.7,13917.1
스페인,2006,심장 배당체,5.4,13917.1
스페인,2006,항 부정맥제,3.0,13917.1
스페인,2006,이뇨제,40.3,13917.1
스페인,2006,진통제,25.8,13917.1
스페인,2006,수면제 및 진정제,23.4,13917.1
스페인,2006,항우울제,49.2,13917.1
스페인,2007,소화관 및 신진대사,202.5,15786.7
스페인,2007,제산제,2.9,15786.7
스페인,2007,소화성궤양 및 위장용 약물,89.2,15786.7
스페인,2007,당뇨 약물,58.3,15786.7
스페인,2007,심장 배당체,5.2,15786.7
스페인,2007,항 부정맥제,3.0,15786.7
스페인,2007,이뇨제,41.6,15786.7
스페인,2007,진통제,29.5,15786.7
스페인,2007,수면제 및 진정제,24.6,15786.7
스페인,2007,항우울제,52.1,15786.7
스페인,2008,소화관 및 신진대사,216.8,18332.8
스페인,2008,제산제,2.7,18332.8
스페인,2008,소화성궤양 및 위장용 약물,100.8,18332.8
스페인,2008,당뇨 약물,60.4,18332.8
스페인,2008,심장 배당체,4.9,18332.8
스페인,2008,항 부정맥제,3.0,18332.8
스페인,2008,이뇨제,41.9,18332.8
스페인,2008,진통제,32.2,18332.8
스페인,2008,수면제 및 진정제,24.9,18332.8
스페인,2008,항우울제,55.0,18332.8
스페인,2009,소화관 및 신진대사,228.9,18267.2
스페인,2009,제산제,2.5,18267.2
스페인,2009,소화성궤양 및 위장용 약물,109.6,18267.2
스페인,2009,당뇨 약물,62.0,18267.2
스페인,2009,심장 배당체,4.6,18267.2
스페인,2009,항 부정맥제,2.9,18267.2
스페인,2009,이뇨제,44.9,18267.2
스페인,2009,진통제,35.0,18267.2
스페인,2009,수면제 및 진정제,25.8,18267.2
스페인,2009,항우울제,57.7,18267.2
스페인,2010,소화관 및 신진대사,231.1,17550.9
스페인,2010,제산제,2.4,17550.9
스페인,2010,소화성궤양 및 위장용 약물,116.5,17550.9
스페인,2010,당뇨 약물,55.8,17550.9
스페인,2010,심장 배당체,4.4,17550.9
스페인,2010,항 부정맥제,3.0,17550.9
스페인,2010,이뇨제,44.8,17550.9
스페인,2010,진통제,36.5,17550.9
스페인,2010,수면제 및 진정제,26.8,17550.9
스페인,2010,항우울제,61.2,17550.9
스페인,2011,소화관 및 신진대사,235.6,17199.1
스페인,2011,제산제,2.2,17199.1
스페인,2011,소화성궤양 및 위장용 약물,120.6,17199.1
스페인,2011,당뇨 약물,56.0,17199.1
스페인,2011,심장 배당체,4.1,17199.1
스페인,2011,항 부정맥제,3.1,17199.1
스페인,2011,이뇨제,44.2,17199.1
스페인,2011,진통제,36.2,17199.1
스페인,2011,수면제 및 진정제,27.6,17199.1
스페인,2011,항우울제,63.9,17199.1
스페인,2012,소화관 및 신진대사,238.0,14225.2
스페인,2012,제산제,1.4,14225.2
스페인,2012,소화성궤양 및 위장용 약물,120.7,14225.2
스페인,2012,당뇨 약물,66.4,14225.2
스페인,2012,심장 배당체,3.7,14225.2
스페인,2012,항 부정맥제,3.0,14225.2
스페인,2012,이뇨제,42.7,14225.2
스페인,2012,진통제,35.7,14225.2
스페인,2012,수면제 및 진정제,28.0,14225.2
스페인,2012,항우울제,64.0,14225.2
스페인,2013,소화관 및 신진대사,231.3,14170.8
스페인,2013,소화성궤양 및 위장용 약물,121.8,14170.8
스페인,2013,당뇨 약물,66.6,14170.8
스페인,2013,심장 배당체,3.3,14170.8
스페인,2013,항 부정맥제,2.9,14170.8
스페인,2013,이뇨제,41.6,14170.8
스페인,2013,진통제,37.0,14170.8
스페인,2013,수면제 및 진정제,28.3,14170.8
스페인,2013,항우울제,65.2,14170.8
스페인,2014,소화관 및 신진대사,230.8,15015.6
스페인,2014,소화성궤양 및 위장용 약물,125.2,15015.6
스페인,2014,당뇨 약물,71.1,15015.6
스페인,2014,심장 배당체,3.3,15015.6
스페인,2014,항 부정맥제,3.2,15015.6
스페인,2014,이뇨제,43.6,15015.6
스페인,2014,진통제,40.7,15015.6
스페인,2014,수면제 및 진정제,30.6,15015.6
스페인,2014,항우울제,71.3,15015.6
스페인,2015,소화관 및 신진대사,235.2,12652.5
스페인,2015,소화성궤양 및 위장용 약물,124.8,12652.5
스페인,2015,당뇨 약물,72.9,12652.5
스페인,2015,심장 배당체,3.1,12652.5
스페인,2015,항 부정맥제,3.2,12652.5
스페인,2015,이뇨제,43.6,12652.5
스페인,2015,진통제,43.7,12652.5
스페인,2015,수면제 및 진정제,30.9,12652.5
스페인,2015,항우울제,73.1,12652.5
스페인,2016,소화관 및 신진대사,271.7,13098.0
스페인,2016,소화성궤양 및 위장용 약물,125.6,13098.0
스페인,2016,당뇨 약물,75.1,13098.0
스페인,2016,심장 배당체,2.8,13098.0
스페인,2016,항 부정맥제,3.2,13098.0
스페인,2016,이뇨제,43.7,13098.0
스페인,2016,향균제,27.5,13098.0
스페인,2016,진통제,46.8,13098.0
스페인,2016,수면제 및 진정제,31.5,13098.0
스페인,2016,항우울제,75.5,13098.0
스페인,2017,소화관 및 신진대사,283.0,13629.5
스페인,2017,소화성궤양 및 위장용 약물,123.3,13629.5
스페인,2017,당뇨 약물,76.4,13629.5
스페인,2017,심장 배당체,2.6,13629.5
스페인,2017,항 부정맥제,3.2,13629.5
스페인,2017,이뇨제,43.3,13629.5
스페인,2017,향균제,26.8,13629.5
스페인,2017,진통제,49.3,13629.5
스페인,2017,수면제 및 진정제,31.7,13629.5
스페인,2017,항우울제,77.2,13629.5
스페인,2018,소화관 및 신진대사,301.1,22431.1
스페인,2018,소화성궤양 및 위장용 약물,125.3,22431.1
스페인,2018,당뇨 약물,78.1,22431.1
스페인,2018,심장 배당체,2.4,22431.1
스페인,2018,항 부정맥제,3.2,22431.1
스페인,2018,이뇨제,43.7,22431.1
스페인,2018,향균제,26.3,22431.1
스페인,2018,진통제,53.0,22431.1
스페인,2018,수면제 및 진정제,32.5,22431.1
스페인,2018,항우울제,80.4,22431.1
스페인,2019,소화관 및 신진대사,312.0,22397.9
스페인,2019,소화성궤양 및 위장용 약물,127.2,22397.9
스페인,2019,당뇨 약물,79.6,22397.9
스페인,2019,심장 배당체,2.2,22397.9
스페인,2019,항 부정맥제,3.2,22397.9
스페인,2019,이뇨제,43.5,22397.9
스페인,2019,향균제,24.9,22397.9
스페인,2019,진통제,56.4,22397.9
스페인,2019,수면제 및 진정제,32.9,22397.9
스페인,2019,항우울제,83.6,22397.9
스페인,2020,소화관 및 신진대사,316.8,23404.2
스페인,2020,소화성궤양 및 위장용 약물,127.7,23404.2
스페인,2020,당뇨 약물,81.0,23404.2
스페인,2020,심장 배당체,2.0,23404.2
스페인,2020,항 부정맥제,3.2,23404.2
스페인,2020,이뇨제,43.0,23404.2
스페인,2020,진통제,60.6,23404.2
스페인,2020,수면제 및 진정제,33.9,23404.2
스페인,2020,항우울제,86.2,23404.2
스웨덴,2000,소화관 및 신진대사,232.8,2324.5
스웨덴,2000,제산제,2.8,2324.5
스웨덴,2000,소화성궤양 및 위장용 약물,28.7,2324.5
스웨덴,2000,당뇨 약물,20.6,2324.5
스웨덴,2000,심장 배당체,8.9,2324.5
스웨덴,2000,항 부정맥제,0.9,2324.5
스웨덴,2000,이뇨제,73.8,2324.5
스웨덴,2000,향균제,16.4,2324.5
