,대륙,국가,공통국가여부,항목구분,연도,값(백만 자국화폐),전년대비증감,key_currency_x,key_currency_ext,환율(자국화폐단위/$),서비스비용(백만$)
2797,유럽,노르웨이,공통,예방치료,2012,7274.0,708.0,2012노르웨이,2012노르웨이,5.82,1249.83
2798,유럽,노르웨이,공통,예방치료,2013,7859.0,585.0,2013노르웨이,2013노르웨이,5.88,1336.56
2799,유럽,노르웨이,공통,예방치료,2014,8331.0,472.0,2014노르웨이,2014노르웨이,6.3,1322.38
2800,유럽,노르웨이,공통,예방치료,2015,9425.0,1094.0,2015노르웨이,2015노르웨이,8.06,1169.35
2801,유럽,노르웨이,공통,예방치료,2016,9553.0,128.0,2016노르웨이,2016노르웨이,8.4,1137.26
2802,유럽,노르웨이,공통,예방치료,2017,8326.0,-1227.0,2017노르웨이,2017노르웨이,8.27,1006.77
2803,유럽,노르웨이,공통,예방치료,2018,8910.0,584.0,2018노르웨이,2018노르웨이,8.13,1095.94
2804,유럽,노르웨이,공통,예방치료,2019,9386.0,476.0,2019노르웨이,2019노르웨이,8.8,1066.59
2805,유럽,노르웨이,공통,정부의료체계 및 재정행정,2002,1302.0,,2002노르웨이,2002노르웨이,7.98,163.16
2806,유럽,노르웨이,공통,정부의료체계 및 재정행정,2003,1187.0,-115.0,2003노르웨이,2003노르웨이,7.08,167.66
2807,유럽,노르웨이,공통,정부의료체계 및 재정행정,2004,1187.0,0.0,2004노르웨이,2004노르웨이,6.74,176.11
2808,유럽,노르웨이,공통,정부의료체계 및 재정행정,2005,1424.0,237.0,2005노르웨이,2005노르웨이,6.44,221.12
2809,유럽,노르웨이,공통,정부의료체계 및 재정행정,2006,1445.0,21.0,2006노르웨이,2006노르웨이,6.41,225.43
2810,유럽,노르웨이,공통,정부의료체계 및 재정행정,2007,1542.0,97.0,2007노르웨이,2007노르웨이,5.86,263.14
2811,유럽,노르웨이,공통,정부의료체계 및 재정행정,2008,1569.0,27.0,2008노르웨이,2008노르웨이,5.64,278.19
2812,유럽,노르웨이,공통,정부의료체계 및 재정행정,2009,2002.0,433.0,2009노르웨이,2009노르웨이,6.29,318.28
2813,유럽,노르웨이,공통,정부의료체계 및 재정행정,2010,1545.0,-457.0,2010노르웨이,2010노르웨이,6.04,255.79
2814,유럽,노르웨이,공통,정부의료체계 및 재정행정,2011,1262.0,-283.0,2011노르웨이,2011노르웨이,5.61,224.96
2815,유럽,노르웨이,공통,정부의료체계 및 재정행정,2012,1531.0,269.0,2012노르웨이,2012노르웨이,5.82,263.06
2816,유럽,노르웨이,공통,정부의료체계 및 재정행정,2013,1729.0,198.0,2013노르웨이,2013노르웨이,5.88,294.05
2817,유럽,노르웨이,공통,정부의료체계 및 재정행정,2014,1587.0,-142.0,2014노르웨이,2014노르웨이,6.3,251.9
2818,유럽,노르웨이,공통,정부의료체계 및 재정행정,2015,1827.0,240.0,2015노르웨이,2015노르웨이,8.06,226.67
2819,유럽,노르웨이,공통,정부의료체계 및 재정행정,2016,2253.0,426.0,2016노르웨이,2016노르웨이,8.4,268.21
2820,유럽,노르웨이,공통,정부의료체계 및 재정행정,2017,5036.0,2783.0,2017노르웨이,2017노르웨이,8.27,608.95
2821,유럽,노르웨이,공통,정부의료체계 및 재정행정,2018,5192.0,156.0,2018노르웨이,2018노르웨이,8.13,638.62
2822,유럽,노르웨이,공통,정부의료체계 및 재정행정,2019,5494.0,302.0,2019노르웨이,2019노르웨이,8.8,624.32
2823,유럽,포르투갈,공통,보건 당기 지출,1998,8221.0,634.0,1998포르투갈,1998포르투갈,180.1,45.65
2824,유럽,포르투갈,공통,보건 당기 지출,1999,9117.0,895.0,1999포르투갈,1999덴마크,6.98,1306.16
2825,유럽,포르투갈,공통,보건 당기 지출,2000,11045.0,1928.0,2000포르투갈,2000덴마크,8.08,1366.96
2826,유럽,포르투갈,공통,보건 당기 지출,2001,11714.0,669.0,2001포르투갈,2001덴마크,8.32,1407.93
2827,유럽,포르투갈,공통,보건 당기 지출,2002,12525.0,811.0,2002포르투갈,2002덴마크,7.9,1585.44
2828,유럽,포르투갈,공통,보건 당기 지출,2003,13327.0,802.0,2003포르투갈,2003덴마크,6.59,2022.31
2829,유럽,포르투갈,공통,보건 당기 지출,2004,14513.0,1186.0,2004포르투갈,2004덴마크,5.99,2422.87
2830,유럽,포르투갈,공통,보건 당기 지출,2005,15305.0,792.0,2005포르투갈,2005덴마크,6.0,2550.83
2831,유럽,포르투갈,공통,보건 당기 지출,2006,15552.0,247.0,2006포르투갈,2006덴마크,5.95,2613.78
2832,유럽,포르투갈,공통,보건 당기 지출,2007,16235.0,683.0,2007포르투갈,2007덴마크,5.44,2984.38
2833,유럽,포르투갈,공통,보건 당기 지출,2008,17164.0,928.0,2008포르투갈,2008덴마크,5.1,3365.49
2834,유럽,포르투갈,공통,보건 당기 지출,2009,17771.0,607.0,2009포르투갈,2009덴마크,5.36,3315.49
2835,유럽,포르투갈,공통,보건 당기 지출,2010,18019.0,249.0,2010포르투갈,2010덴마크,5.62,3206.23
2836,유럽,포르투갈,공통,보건 당기 지출,2011,17135.0,-884.0,2011포르투갈,2011덴마크,5.37,3190.88
2837,유럽,포르투갈,공통,보건 당기 지출,2012,16247.0,-888.0,2012포르투갈,2012덴마크,5.79,2806.04
2838,유럽,포르투갈,공통,보건 당기 지출,2013,16035.0,-213.0,2013포르투갈,2013덴마크,5.62,2853.2
2839,유럽,포르투갈,공통,보건 당기 지출,2014,16168.0,134.0,2014포르투갈,2014덴마크,5.61,2882.0
2840,유럽,포르투갈,공통,보건 당기 지출,2015,16743.0,575.0,2015포르투갈,2015덴마크,6.73,2487.82
2841,유럽,포르투갈,공통,보건 당기 지출,2016,17520.0,777.0,2016포르투갈,2016덴마크,6.73,2603.27
2842,유럽,포르투갈,공통,보건 당기 지출,2017,18235.0,715.0,2017포르투갈,2017덴마크,6.6,2762.88
2843,유럽,포르투갈,공통,보건 당기 지출,2018,19313.0,1079.0,2018포르투갈,2018덴마크,6.32,3055.85
2844,유럽,포르투갈,공통,보건 당기 지출,2019,20392.0,1079.0,2019포르투갈,2019덴마크,6.67,3057.27
2845,유럽,포르투갈,공통,치료 및 재활 치료,2000,6420.0,,2000포르투갈,2000덴마크,8.08,794.55
2846,유럽,포르투갈,공통,치료 및 재활 치료,2001,6774.0,354.0,2001포르투갈,2001덴마크,8.32,814.18
2847,유럽,포르투갈,공통,치료 및 재활 치료,2002,7272.0,497.0,2002포르투갈,2002덴마크,7.9,920.51
2848,유럽,포르투갈,공통,치료 및 재활 치료,2003,7853.0,582.0,2003포르투갈,2003덴마크,6.59,1191.65
2849,유럽,포르투갈,공통,치료 및 재활 치료,2004,8540.0,687.0,2004포르투갈,2004덴마크,5.99,1425.71
2850,유럽,포르투갈,공통,치료 및 재활 치료,2005,9117.0,576.0,2005포르투갈,2005덴마크,6.0,1519.5
2851,유럽,포르투갈,공통,치료 및 재활 치료,2006,9235.0,118.0,2006포르투갈,2006덴마크,5.95,1552.1
2852,유럽,포르투갈,공통,치료 및 재활 치료,2007,9589.0,355.0,2007포르투갈,2007덴마크,5.44,1762.68
2853,유럽,포르투갈,공통,치료 및 재활 치료,2008,10218.0,628.0,2008포르투갈,2008덴마크,5.1,2003.53
2854,유럽,포르투갈,공통,치료 및 재활 치료,2009,10818.0,600.0,2009포르투갈,2009덴마크,5.36,2018.28
2855,유럽,포르투갈,공통,치료 및 재활 치료,2010,11116.0,298.0,2010포르투갈,2010덴마크,5.62,1977.94
2856,유럽,포르투갈,공통,치료 및 재활 치료,2011,10665.0,-451.0,2011포르투갈,2011덴마크,5.37,1986.03
2857,유럽,포르투갈,공통,치료 및 재활 치료,2012,10293.0,-372.0,2012포르투갈,2012덴마크,5.79,1777.72
2858,유럽,포르투갈,공통,치료 및 재활 치료,2013,10297.0,4.0,2013포르투갈,2013덴마크,5.62,1832.21
2859,유럽,포르투갈,공통,치료 및 재활 치료,2014,10371.0,74.0,2014포르투갈,2014덴마크,5.61,1848.66
2860,유럽,포르투갈,공통,치료 및 재활 치료,2015,10664.0,294.0,2015포르투갈,2015덴마크,6.73,1584.55
2861,유럽,포르투갈,공통,치료 및 재활 치료,2016,11252.0,588.0,2016포르투갈,2016덴마크,6.73,1671.92
2862,유럽,포르투갈,공통,치료 및 재활 치료,2017,11755.0,504.0,2017포르투갈,2017덴마크,6.6,1781.06
2863,유럽,포르투갈,공통,치료 및 재활 치료,2018,12527.0,772.0,2018포르투갈,2018덴마크,6.32,1982.12
2864,유럽,포르투갈,공통,치료 및 재활 치료,2019,13221.0,694.0,2019포르투갈,2019덴마크,6.67,1982.16
2865,유럽,포르투갈,공통,장기 치료,2000,357.0,,2000포르투갈,2000덴마크,8.08,44.18
2866,유럽,포르투갈,공통,장기 치료,2001,382.0,25.0,2001포르투갈,2001덴마크,8.32,45.91
2867,유럽,포르투갈,공통,장기 치료,2002,410.0,28.0,2002포르투갈,2002덴마크,7.9,51.9
2868,유럽,포르투갈,공통,장기 치료,2003,412.0,2.0,2003포르투갈,2003덴마크,6.59,62.52
2869,유럽,포르투갈,공통,장기 치료,2004,442.0,30.0,2004포르투갈,2004덴마크,5.99,73.79
2870,유럽,포르투갈,공통,장기 치료,2005,434.0,-8.0,2005포르투갈,2005덴마크,6.0,72.33
2871,유럽,포르투갈,공통,장기 치료,2006,462.0,28.0,2006포르투갈,2006덴마크,5.95,77.65
2872,유럽,포르투갈,공통,장기 치료,2007,510.0,48.0,2007포르투갈,2007덴마크,5.44,93.75
2873,유럽,포르투갈,공통,장기 치료,2008,549.0,39.0,2008포르투갈,2008덴마크,5.1,107.65
2874,유럽,포르투갈,공통,장기 치료,2009,586.0,37.0,2009포르투갈,2009덴마크,5.36,109.33
2875,유럽,포르투갈,공통,장기 치료,2010,594.0,8.0,2010포르투갈,2010덴마크,5.62,105.69
2876,유럽,포르투갈,공통,장기 치료,2011,599.0,5.0,2011포르투갈,2011덴마크,5.37,111.55
2877,유럽,포르투갈,공통,장기 치료,2012,618.0,19.0,2012포르투갈,2012덴마크,5.79,106.74
2878,유럽,포르투갈,공통,장기 치료,2013,652.0,34.0,2013포르투갈,2013덴마크,5.62,116.01
2879,유럽,포르투갈,공통,장기 치료,2014,701.0,49.0,2014포르투갈,2014덴마크,5.61,124.96
2880,유럽,포르투갈,공통,장기 치료,2015,764.0,63.0,2015포르투갈,2015덴마크,6.73,113.52
2881,유럽,포르투갈,공통,장기 치료,2016,829.0,65.0,2016포르투갈,2016덴마크,6.73,123.18
2882,유럽,포르투갈,공통,장기 치료,2017,868.0,39.0,2017포르투갈,2017덴마크,6.6,131.52
2883,유럽,포르투갈,공통,장기 치료,2018,926.0,58.0,2018포르투갈,2018덴마크,6.32,146.52
2884,유럽,포르투갈,공통,장기 치료,2019,976.0,49.0,2019포르투갈,2019덴마크,6.67,146.33
2885,유럽,포르투갈,공통,보건 보조 서비스,2000,848.0,,2000포르투갈,2000덴마크,8.08,104.95
2886,유럽,포르투갈,공통,보건 보조 서비스,2001,926.0,78.0,2001포르투갈,2001덴마크,8.32,111.3
2887,유럽,포르투갈,공통,보건 보조 서비스,2002,990.0,63.0,2002포르투갈,2002덴마크,7.9,125.32
2888,유럽,포르투갈,공통,보건 보조 서비스,2003,1085.0,95.0,2003포르투갈,2003덴마크,6.59,164.64
2889,유럽,포르투갈,공통,보건 보조 서비스,2004,1199.0,114.0,2004포르투갈,2004덴마크,5.99,200.17
2890,유럽,포르투갈,공통,보건 보조 서비스,2005,1242.0,43.0,2005포르투갈,2005덴마크,6.0,207.0
2891,유럽,포르투갈,공통,보건 보조 서비스,2006,1229.0,-14.0,2006포르투갈,2006덴마크,5.95,206.55
2892,유럽,포르투갈,공통,보건 보조 서비스,2007,1309.0,80.0,2007포르투갈,2007덴마크,5.44,240.62
2893,유럽,포르투갈,공통,보건 보조 서비스,2008,1439.0,130.0,2008포르투갈,2008덴마크,5.1,282.16
2894,유럽,포르투갈,공통,보건 보조 서비스,2009,1447.0,8.0,2009포르투갈,2009덴마크,5.36,269.96
2895,유럽,포르투갈,공통,보건 보조 서비스,2010,1398.0,-50.0,2010포르투갈,2010덴마크,5.62,248.75
2896,유럽,포르투갈,공통,보건 보조 서비스,2011,1319.0,-78.0,2011포르투갈,2011덴마크,5.37,245.62
2897,유럽,포르투갈,공통,보건 보조 서비스,2012,1242.0,-78.0,2012포르투갈,2012덴마크,5.79,214.51
2898,유럽,포르투갈,공통,보건 보조 서비스,2013,1221.0,-21.0,2013포르투갈,2013덴마크,5.62,217.26
2899,유럽,포르투갈,공통,보건 보조 서비스,2014,1239.0,18.0,2014포르투갈,2014덴마크,5.61,220.86
2900,유럽,포르투갈,공통,보건 보조 서비스,2015,1324.0,85.0,2015포르투갈,2015덴마크,6.73,196.73
2901,유럽,포르투갈,공통,보건 보조 서비스,2016,1333.0,9.0,2016포르투갈,2016덴마크,6.73,198.07
2902,유럽,포르투갈,공통,보건 보조 서비스,2017,1372.0,39.0,2017포르투갈,2017덴마크,6.6,207.88
2903,유럽,포르투갈,공통,보건 보조 서비스,2018,1428.0,55.0,2018포르투갈,2018덴마크,6.32,225.95
2904,유럽,포르투갈,공통,보건 보조 서비스,2019,1518.0,90.0,2019포르투갈,2019덴마크,6.67,227.59
2905,유럽,포르투갈,공통,의료품,2000,2928.0,,2000포르투갈,2000덴마크,8.08,362.38
2906,유럽,포르투갈,공통,의료품,2001,3124.0,196.0,2001포르투갈,2001덴마크,8.32,375.48
2907,유럽,포르투갈,공통,의료품,2002,3338.0,214.0,2002포르투갈,2002덴마크,7.9,422.53
2908,유럽,포르투갈,공통,의료품,2003,3462.0,124.0,2003포르투갈,2003덴마크,6.59,525.34
2909,유럽,포르투갈,공통,의료품,2004,3737.0,275.0,2004포르투갈,2004덴마크,5.99,623.87
2910,유럽,포르투갈,공통,의료품,2005,3905.0,168.0,2005포르투갈,2005덴마크,6.0,650.83
2911,유럽,포르투갈,공통,의료품,2006,4020.0,114.0,2006포르투갈,2006덴마크,5.95,675.63
2912,유럽,포르투갈,공통,의료품,2007,4185.0,165.0,2007포르투갈,2007덴마크,5.44,769.3
2913,유럽,포르투갈,공통,의료품,2008,4265.0,81.0,2008포르투갈,2008덴마크,5.1,836.27
2914,유럽,포르투갈,공통,의료품,2009,4239.0,-26.0,2009포르투갈,2009덴마크,5.36,790.86
2915,유럽,포르투갈,공통,의료품,2010,4178.0,-61.0,2010포르투갈,2010덴마크,5.62,743.42
2916,유럽,포르투갈,공통,의료품,2011,3830.0,-347.0,2011포르투갈,2011덴마크,5.37,713.22
2917,유럽,포르투갈,공통,의료품,2012,3438.0,-393.0,2012포르투갈,2012덴마크,5.79,593.78
2918,유럽,포르투갈,공통,의료품,2013,3232.0,-206.0,2013포르투갈,2013덴마크,5.62,575.09
2919,유럽,포르투갈,공통,의료품,2014,3228.0,-4.0,2014포르투갈,2014덴마크,5.61,575.4
2920,유럽,포르투갈,공통,의료품,2015,3349.0,121.0,2015포르투갈,2015덴마크,6.73,497.62
2921,유럽,포르투갈,공통,의료품,2016,3435.0,86.0,2016포르투갈,2016덴마크,6.73,510.4
2922,유럽,포르투갈,공통,의료품,2017,3540.0,105.0,2017포르투갈,2017덴마크,6.6,536.36
2923,유럽,포르투갈,공통,의료품,2018,3672.0,133.0,2018포르투갈,2018덴마크,6.32,581.01
2924,유럽,포르투갈,공통,의료품,2019,3902.0,230.0,2019포르투갈,2019덴마크,6.67,585.01
2925,유럽,포르투갈,공통,예방치료,2000,282.0,,2000포르투갈,2000덴마크,8.08,34.9
2926,유럽,포르투갈,공통,예방치료,2001,297.0,15.0,2001포르투갈,2001덴마크,8.32,35.7
2927,유럽,포르투갈,공통,예방치료,2002,315.0,18.0,2002포르투갈,2002덴마크,7.9,39.87
2928,유럽,포르투갈,공통,예방치료,2003,323.0,8.0,2003포르투갈,2003덴마크,6.59,49.01
2929,유럽,포르투갈,공통,예방치료,2004,346.0,24.0,2004포르투갈,2004덴마크,5.99,57.76
2930,유럽,포르투갈,공통,예방치료,2005,352.0,6.0,2005포르투갈,2005덴마크,6.0,58.67
2931,유럽,포르투갈,공통,예방치료,2006,321.0,-31.0,2006포르투갈,2006덴마크,5.95,53.95
2932,유럽,포르투갈,공통,예방치료,2007,342.0,21.0,2007포르투갈,2007덴마크,5.44,62.87
2933,유럽,포르투갈,공통,예방치료,2008,379.0,37.0,2008포르투갈,2008덴마크,5.1,74.31
2934,유럽,포르투갈,공통,예방치료,2009,374.0,-4.0,2009포르투갈,2009덴마크,5.36,69.78
2935,유럽,포르투갈,공통,예방치료,2010,381.0,7.0,2010포르투갈,2010덴마크,5.62,67.79
2936,유럽,포르투갈,공통,예방치료,2011,367.0,-14.0,2011포르투갈,2011덴마크,5.37,68.34
2937,유럽,포르투갈,공통,예방치료,2012,324.0,-43.0,2012포르투갈,2012덴마크,5.79,55.96
2938,유럽,포르투갈,공통,예방치료,2013,298.0,-26.0,2013포르투갈,2013덴마크,5.62,53.02
2939,유럽,포르투갈,공통,예방치료,2014,300.0,2.0,2014포르투갈,2014덴마크,5.61,53.48
2940,유럽,포르투갈,공통,예방치료,2015,308.0,8.0,2015포르투갈,2015덴마크,6.73,45.77
2941,유럽,포르투갈,공통,예방치료,2016,317.0,9.0,2016포르투갈,2016덴마크,6.73,47.1
2942,유럽,포르투갈,공통,예방치료,2017,329.0,12.0,2017포르투갈,2017덴마크,6.6,49.85
2943,유럽,포르투갈,공통,예방치료,2018,344.0,14.0,2018포르투갈,2018덴마크,6.32,54.43
2944,유럽,포르투갈,공통,예방치료,2019,363.0,20.0,2019포르투갈,2019덴마크,6.67,54.42
2945,유럽,포르투갈,공통,정부의료체계 및 재정행정,2000,202.0,,2000포르투갈,2000덴마크,8.08,25.0
2946,유럽,포르투갈,공통,정부의료체계 및 재정행정,2001,199.0,-2.0,2001포르투갈,2001덴마크,8.32,23.92
2947,유럽,포르투갈,공통,정부의료체계 및 재정행정,2002,186.0,-14.0,2002포르투갈,2002덴마크,7.9,23.54
2948,유럽,포르투갈,공통,정부의료체계 및 재정행정,2003,179.0,-7.0,2003포르투갈,2003덴마크,6.59,27.16
2949,유럽,포르투갈,공통,정부의료체계 및 재정행정,2004,234.0,55.0,2004포르투갈,2004덴마크,5.99,39.07
2950,유럽,포르투갈,공통,정부의료체계 및 재정행정,2005,239.0,5.0,2005포르투갈,2005덴마크,6.0,39.83
2951,유럽,포르투갈,공통,정부의료체계 및 재정행정,2006,271.0,32.0,2006포르투갈,2006덴마크,5.95,45.55
2952,유럽,포르투갈,공통,정부의료체계 및 재정행정,2007,285.0,14.0,2007포르투갈,2007덴마크,5.44,52.39
2953,유럽,포르투갈,공통,정부의료체계 및 재정행정,2008,297.0,12.0,2008포르투갈,2008덴마크,5.1,58.24
2954,유럽,포르투갈,공통,정부의료체계 및 재정행정,2009,289.0,-8.0,2009포르투갈,2009덴마크,5.36,53.92
2955,유럽,포르투갈,공통,정부의료체계 및 재정행정,2010,335.0,47.0,2010포르투갈,2010덴마크,5.62,59.61
2956,유럽,포르투갈,공통,정부의료체계 및 재정행정,2011,337.0,2.0,2011포르투갈,2011덴마크,5.37,62.76
2957,유럽,포르투갈,공통,정부의료체계 및 재정행정,2012,316.0,-21.0,2012포르투갈,2012덴마크,5.79,54.58
2958,유럽,포르투갈,공통,정부의료체계 및 재정행정,2013,318.0,1.0,2013포르투갈,2013덴마크,5.62,56.58
2959,유럽,포르투갈,공통,정부의료체계 및 재정행정,2014,314.0,-3.0,2014포르투갈,2014덴마크,5.61,55.97
2960,유럽,포르투갈,공통,정부의료체계 및 재정행정,2015,317.0,3.0,2015포르투갈,2015덴마크,6.73,47.1
2961,유럽,포르투갈,공통,정부의료체계 및 재정행정,2016,335.0,18.0,2016포르투갈,2016덴마크,6.73,49.78
2962,유럽,포르투갈,공통,정부의료체계 및 재정행정,2017,351.0,15.0,2017포르투갈,2017덴마크,6.6,53.18
2963,유럽,포르투갈,공통,정부의료체계 및 재정행정,2018,395.0,45.0,2018포르투갈,2018덴마크,6.32,62.5
2964,유럽,포르투갈,공통,정부의료체계 및 재정행정,2019,390.0,-5.0,2019포르투갈,2019덴마크,6.67,58.47
2965,유럽,슬로바키아,공통,보건 당기 지출,1998,1480.0,100.0,1998슬로바키아,1998슬로바키아,35.23,42.01
2966,유럽,슬로바키아,공통,보건 당기 지출,1999,1581.0,101.0,1999슬로바키아,1999슬로바키아,41.36,38.23
2967,유럽,슬로바키아,공통,보건 당기 지출,2000,1679.0,97.0,2000슬로바키아,2000슬로바키아,46.04,36.47
2968,유럽,슬로바키아,공통,보건 당기 지출,2001,1832.0,153.0,2001슬로바키아,2001슬로바키아,48.36,37.88
2969,유럽,슬로바키아,공통,보건 당기 지출,2002,2057.0,224.0,2002슬로바키아,2002슬로바키아,45.33,45.38
2970,유럽,슬로바키아,공통,보건 당기 지출,2003,2260.0,203.0,2003슬로바키아,2003슬로바키아,36.77,61.46
2971,유럽,슬로바키아,공통,보건 당기 지출,2004,2987.0,727.0,2004슬로바키아,2004슬로바키아,32.26,92.59
2972,유럽,슬로바키아,공통,보건 당기 지출,2005,3326.0,339.0,2005슬로바키아,2005슬로바키아,31.02,107.22
2973,유럽,슬로바키아,공통,보건 당기 지출,2006,3861.0,535.0,2006슬로바키아,2006슬로바키아,29.7,130.0
2974,유럽,슬로바키아,공통,보건 당기 지출,2007,4533.0,672.0,2007슬로바키아,2007슬로바키아,24.69,183.6
2975,유럽,슬로바키아,공통,보건 당기 지출,2008,4771.0,238.0,2008슬로바키아,2008슬로바키아,21.36,223.36
2976,유럽,슬로바키아,공통,보건 당기 지출,2009,5094.0,323.0,2009슬로바키아,2009덴마크,5.36,950.37
2977,유럽,슬로바키아,공통,보건 당기 지출,2010,5272.0,178.0,2010슬로바키아,2010덴마크,5.62,938.08
2978,유럽,슬로바키아,공통,보건 당기 지출,2011,5239.0,-32.0,2011슬로바키아,2011덴마크,5.37,975.61
2979,유럽,슬로바키아,공통,보건 당기 지출,2012,5550.0,311.0,2012슬로바키아,2012덴마크,5.79,958.55
2980,유럽,슬로바키아,공통,보건 당기 지출,2013,5583.0,33.0,2013슬로바키아,2013덴마크,5.62,993.42
2981,유럽,슬로바키아,공통,보건 당기 지출,2014,5256.0,-327.0,2014슬로바키아,2014덴마크,5.61,936.9
2982,유럽,슬로바키아,공통,보건 당기 지출,2015,5418.0,162.0,2015슬로바키아,2015덴마크,6.73,805.05
2983,유럽,슬로바키아,공통,보건 당기 지출,2016,5666.0,248.0,2016슬로바키아,2016덴마크,6.73,841.9
2984,유럽,슬로바키아,공통,보건 당기 지출,2017,5721.0,55.0,2017슬로바키아,2017덴마크,6.6,866.82
2985,유럽,슬로바키아,공통,보건 당기 지출,2018,5991.0,270.0,2018슬로바키아,2018덴마크,6.32,947.94
2986,유럽,슬로바키아,공통,보건 당기 지출,2019,6534.0,543.0,2019슬로바키아,2019덴마크,6.67,979.61
2987,유럽,슬로바키아,공통,치료 및 재활 치료,2004,1346.0,,2004슬로바키아,2004슬로바키아,32.26,41.72
2988,유럽,슬로바키아,공통,치료 및 재활 치료,2005,1534.0,188.0,2005슬로바키아,2005슬로바키아,31.02,49.45
2989,유럽,슬로바키아,공통,치료 및 재활 치료,2006,1726.0,192.0,2006슬로바키아,2006슬로바키아,29.7,58.11
2990,유럽,슬로바키아,공통,치료 및 재활 치료,2007,2083.0,357.0,2007슬로바키아,2007슬로바키아,24.69,84.37
2991,유럽,슬로바키아,공통,치료 및 재활 치료,2008,2122.0,39.0,2008슬로바키아,2008슬로바키아,21.36,99.34
2992,유럽,슬로바키아,공통,치료 및 재활 치료,2009,2299.0,178.0,2009슬로바키아,2009덴마크,5.36,428.92
2993,유럽,슬로바키아,공통,치료 및 재활 치료,2010,2323.0,23.0,2010슬로바키아,2010덴마크,5.62,413.35
2994,유럽,슬로바키아,공통,치료 및 재활 치료,2011,2455.0,132.0,2011슬로바키아,2011덴마크,5.37,457.17
2995,유럽,슬로바키아,공통,치료 및 재활 치료,2012,2658.0,203.0,2012슬로바키아,2012덴마크,5.79,459.07
2996,유럽,슬로바키아,공통,치료 및 재활 치료,2013,2752.0,95.0,2013슬로바키아,2013덴마크,5.62,489.68
2997,유럽,슬로바키아,공통,치료 및 재활 치료,2014,2666.0,-87.0,2014슬로바키아,2014덴마크,5.61,475.22
2998,유럽,슬로바키아,공통,치료 및 재활 치료,2015,2827.0,161.0,2015슬로바키아,2015덴마크,6.73,420.06
2999,유럽,슬로바키아,공통,치료 및 재활 치료,2016,2924.0,97.0,2016슬로바키아,2016덴마크,6.73,434.47
3000,유럽,슬로바키아,공통,치료 및 재활 치료,2017,2982.0,59.0,2017슬로바키아,2017덴마크,6.6,451.82
3001,유럽,슬로바키아,공통,치료 및 재활 치료,2018,3224.0,241.0,2018슬로바키아,2018덴마크,6.32,510.13
3002,유럽,슬로바키아,공통,치료 및 재활 치료,2019,3609.0,385.0,2019슬로바키아,2019덴마크,6.67,541.08
3003,유럽,슬로바키아,공통,장기 치료,2004,22.0,,2004슬로바키아,2004슬로바키아,32.26,0.68
3004,유럽,슬로바키아,공통,장기 치료,2005,17.0,-5.0,2005슬로바키아,2005슬로바키아,31.02,0.55
3005,유럽,슬로바키아,공통,장기 치료,2006,16.0,0.0,2006슬로바키아,2006슬로바키아,29.7,0.54
3006,유럽,슬로바키아,공통,장기 치료,2007,17.0,0.0,2007슬로바키아,2007슬로바키아,24.69,0.69
3007,유럽,슬로바키아,공통,장기 치료,2008,16.0,-1.0,2008슬로바키아,2008슬로바키아,21.36,0.75
3008,유럽,슬로바키아,공통,장기 치료,2009,17.0,1.0,2009슬로바키아,2009덴마크,5.36,3.17
3009,유럽,슬로바키아,공통,장기 치료,2010,17.0,0.0,2010슬로바키아,2010덴마크,5.62,3.02
3010,유럽,슬로바키아,공통,장기 치료,2011,17.0,0.0,2011슬로바키아,2011덴마크,5.37,3.17
3011,유럽,슬로바키아,공통,장기 치료,2012,18.0,1.0,2012슬로바키아,2012덴마크,5.79,3.11
3012,유럽,슬로바키아,공통,장기 치료,2013,18.0,0.0,2013슬로바키아,2013덴마크,5.62,3.2
3013,유럽,슬로바키아,공통,장기 치료,2014,18.0,0.0,2014슬로바키아,2014덴마크,5.61,3.21
3014,유럽,슬로바키아,공통,장기 치료,2015,18.0,0.0,2015슬로바키아,2015덴마크,6.73,2.67
3015,유럽,슬로바키아,공통,장기 치료,2016,20.0,2.0,2016슬로바키아,2016덴마크,6.73,2.97
3016,유럽,슬로바키아,공통,장기 치료,2017,21.0,1.0,2017슬로바키아,2017덴마크,6.6,3.18
3017,유럽,슬로바키아,공통,장기 치료,2018,25.0,4.0,2018슬로바키아,2018덴마크,6.32,3.96
3018,유럽,슬로바키아,공통,장기 치료,2019,25.0,1.0,2019슬로바키아,2019덴마크,6.67,3.75
3019,유럽,슬로바키아,공통,보건 보조 서비스,1999,148.0,,1999슬로바키아,1999슬로바키아,41.36,3.58
3020,유럽,슬로바키아,공통,보건 보조 서비스,2000,182.0,35.0,2000슬로바키아,2000슬로바키아,46.04,3.95
3021,유럽,슬로바키아,공통,보건 보조 서비스,2001,179.0,-3.0,2001슬로바키아,2001슬로바키아,48.36,3.7
3022,유럽,슬로바키아,공통,보건 보조 서비스,2002,68.0,-111.0,2002슬로바키아,2002슬로바키아,45.33,1.5
3023,유럽,슬로바키아,공통,보건 보조 서비스,2003,95.0,26.0,2003슬로바키아,2003슬로바키아,36.77,2.58
3024,유럽,슬로바키아,공통,보건 보조 서비스,2004,123.0,28.0,2004슬로바키아,2004슬로바키아,32.26,3.81
3025,유럽,슬로바키아,공통,보건 보조 서비스,2005,186.0,63.0,2005슬로바키아,2005슬로바키아,31.02,6.0
