,대륙,국가,항목구분,연도,서비스비용(백만$)
3007,유럽,슬로바키아,장기 치료,2008,0.75
3008,유럽,슬로바키아,장기 치료,2009,3.17
3009,유럽,슬로바키아,장기 치료,2010,3.02
3010,유럽,슬로바키아,장기 치료,2011,3.17
3011,유럽,슬로바키아,장기 치료,2012,3.11
3012,유럽,슬로바키아,장기 치료,2013,3.2
3013,유럽,슬로바키아,장기 치료,2014,3.21
3014,유럽,슬로바키아,장기 치료,2015,2.67
3015,유럽,슬로바키아,장기 치료,2016,2.97
3016,유럽,슬로바키아,장기 치료,2017,3.18
3017,유럽,슬로바키아,장기 치료,2018,3.96
3018,유럽,슬로바키아,장기 치료,2019,3.75
3019,유럽,슬로바키아,보건 보조 서비스,1999,3.58
3020,유럽,슬로바키아,보건 보조 서비스,2000,3.95
3021,유럽,슬로바키아,보건 보조 서비스,2001,3.7
3022,유럽,슬로바키아,보건 보조 서비스,2002,1.5
3023,유럽,슬로바키아,보건 보조 서비스,2003,2.58
3024,유럽,슬로바키아,보건 보조 서비스,2004,3.81
3025,유럽,슬로바키아,보건 보조 서비스,2005,6.0
3026,유럽,슬로바키아,보건 보조 서비스,2006,9.43
3027,유럽,슬로바키아,보건 보조 서비스,2007,13.45
3028,유럽,슬로바키아,보건 보조 서비스,2008,15.92
3029,유럽,슬로바키아,보건 보조 서비스,2009,70.15
3030,유럽,슬로바키아,보건 보조 서비스,2010,76.51
3031,유럽,슬로바키아,보건 보조 서비스,2011,83.24
3032,유럽,슬로바키아,보건 보조 서비스,2012,82.38
3033,유럽,슬로바키아,보건 보조 서비스,2013,90.93
3034,유럽,슬로바키아,보건 보조 서비스,2014,77.72
3035,유럽,슬로바키아,보건 보조 서비스,2015,55.27
3036,유럽,슬로바키아,보건 보조 서비스,2016,71.62
3037,유럽,슬로바키아,보건 보조 서비스,2017,70.61
3038,유럽,슬로바키아,보건 보조 서비스,2018,74.68
3039,유럽,슬로바키아,보건 보조 서비스,2019,77.36
3040,유럽,슬로바키아,의료품,1999,14.31
3041,유럽,슬로바키아,의료품,2000,14.42
3042,유럽,슬로바키아,의료품,2001,14.97
3043,유럽,슬로바키아,의료품,2002,19.57
3044,유럽,슬로바키아,의료품,2003,28.04
3045,유럽,슬로바키아,의료품,2004,38.69
3046,유럽,슬로바키아,의료품,2005,44.29
3047,유럽,슬로바키아,의료품,2006,50.81
3048,유럽,슬로바키아,의료품,2007,69.06
3049,유럽,슬로바키아,의료품,2008,86.14
3050,유럽,슬로바키아,의료품,2009,364.18
3051,유럽,슬로바키아,의료품,2010,357.47
3052,유럽,슬로바키아,의료품,2011,370.58
3053,유럽,슬로바키아,의료품,2012,342.14
3054,유럽,슬로바키아,의료품,2013,355.16
3055,유럽,슬로바키아,의료품,2014,324.24
3056,유럽,슬로바키아,의료품,2015,284.4
3057,유럽,슬로바키아,의료품,2016,294.21
3058,유럽,슬로바키아,의료품,2017,301.67
3059,유럽,슬로바키아,의료품,2018,316.93
3060,유럽,슬로바키아,의료품,2019,313.19
3061,유럽,슬로바키아,예방치료,1999,0.02
3062,유럽,슬로바키아,예방치료,2000,0.02
3063,유럽,슬로바키아,예방치료,2001,0.0
3064,유럽,슬로바키아,예방치료,2002,0.84
3065,유럽,슬로바키아,예방치료,2003,1.06
3066,유럽,슬로바키아,예방치료,2004,2.76
3067,유럽,슬로바키아,예방치료,2005,2.55
3068,유럽,슬로바키아,예방치료,2006,5.82
3069,유럽,슬로바키아,예방치료,2007,9.11
3070,유럽,슬로바키아,예방치료,2008,11.56
3071,유럽,슬로바키아,예방치료,2009,49.63
3072,유럽,슬로바키아,예방치료,2010,53.2
3073,유럽,슬로바키아,예방치료,2011,27.37
3074,유럽,슬로바키아,예방치료,2012,40.07
3075,유럽,슬로바키아,예방치료,2013,21.0
3076,유럽,슬로바키아,예방치료,2014,17.65
3077,유럽,슬로바키아,예방치료,2015,16.94
3078,유럽,슬로바키아,예방치료,2016,9.96
3079,유럽,슬로바키아,예방치료,2017,8.79
3080,유럽,슬로바키아,예방치료,2018,7.28
3081,유럽,슬로바키아,예방치료,2019,7.95
3082,유럽,슬로바키아,정부의료체계 및 재정행정,1999,1.14
3083,유럽,슬로바키아,정부의료체계 및 재정행정,2000,1.09
3084,유럽,슬로바키아,정부의료체계 및 재정행정,2001,1.01
3085,유럽,슬로바키아,정부의료체계 및 재정행정,2002,0.26
3086,유럽,슬로바키아,정부의료체계 및 재정행정,2003,0.27
3087,유럽,슬로바키아,정부의료체계 및 재정행정,2004,4.96
3088,유럽,슬로바키아,정부의료체계 및 재정행정,2005,4.42
3089,유럽,슬로바키아,정부의료체계 및 재정행정,2006,5.29
3090,유럽,슬로바키아,정부의료체계 및 재정행정,2007,7.01
3091,유럽,슬로바키아,정부의료체계 및 재정행정,2008,9.69
3092,유럽,슬로바키아,정부의료체계 및 재정행정,2009,34.51
3093,유럽,슬로바키아,정부의료체계 및 재정행정,2010,34.52
3094,유럽,슬로바키아,정부의료체계 및 재정행정,2011,34.26
3095,유럽,슬로바키아,정부의료체계 및 재정행정,2012,31.78
3096,유럽,슬로바키아,정부의료체계 및 재정행정,2013,33.45
3097,유럽,슬로바키아,정부의료체계 및 재정행정,2014,39.04
3098,유럽,슬로바키아,정부의료체계 및 재정행정,2015,25.85
3099,유럽,슬로바키아,정부의료체계 및 재정행정,2016,28.97
3100,유럽,슬로바키아,정부의료체계 및 재정행정,2017,30.76
3101,유럽,슬로바키아,정부의료체계 및 재정행정,2018,35.13
3102,유럽,슬로바키아,정부의료체계 및 재정행정,2019,36.28
3103,유럽,슬로베니아,보건 당기 지출,2000,6.61
3104,유럽,슬로베니아,보건 당기 지출,2001,6.86
3105,유럽,슬로베니아,보건 당기 지출,2002,7.86
3106,유럽,슬로베니아,보건 당기 지출,2003,10.01
3107,유럽,슬로베니아,보건 당기 지출,2004,11.4
3108,유럽,슬로베니아,보건 당기 지출,2005,12.08
3109,유럽,슬로베니아,보건 당기 지출,2006,12.89
3110,유럽,슬로베니아,보건 당기 지출,2007,484.37
3111,유럽,슬로베니아,보건 당기 지출,2008,584.12
3112,유럽,슬로베니아,보건 당기 지출,2009,577.61
3113,유럽,슬로베니아,보건 당기 지출,2010,554.27
3114,유럽,슬로베니아,보건 당기 지출,2011,589.01
3115,유럽,슬로베니아,보건 당기 지출,2012,545.77
3116,유럽,슬로베니아,보건 당기 지출,2013,566.9
3117,유럽,슬로베니아,보건 당기 지출,2014,570.41
3118,유럽,슬로베니아,보건 당기 지출,2015,491.68
3119,유럽,슬로베니아,보건 당기 지출,2016,509.51
3120,유럽,슬로베니아,보건 당기 지출,2017,533.33
3121,유럽,슬로베니아,보건 당기 지출,2018,600.79
3122,유럽,슬로베니아,보건 당기 지출,2019,618.44
3123,유럽,슬로베니아,치료 및 재활 치료,2002,4.37
3124,유럽,슬로베니아,치료 및 재활 치료,2003,5.6
3125,유럽,슬로베니아,치료 및 재활 치료,2004,6.41
3126,유럽,슬로베니아,치료 및 재활 치료,2005,6.77
3127,유럽,슬로베니아,치료 및 재활 치료,2006,7.16
3128,유럽,슬로베니아,치료 및 재활 치료,2007,269.67
3129,유럽,슬로베니아,치료 및 재활 치료,2008,332.94
3130,유럽,슬로베니아,치료 및 재활 치료,2009,323.32
3131,유럽,슬로베니아,치료 및 재활 치료,2010,312.1
3132,유럽,슬로베니아,치료 및 재활 치료,2011,330.73
3133,유럽,슬로베니아,치료 및 재활 치료,2012,308.12
3134,유럽,슬로베니아,치료 및 재활 치료,2013,317.26
3135,유럽,슬로베니아,치료 및 재활 치료,2014,322.1
3136,유럽,슬로베니아,치료 및 재활 치료,2015,283.8
3137,유럽,슬로베니아,치료 및 재활 치료,2016,297.33
3138,유럽,슬로베니아,치료 및 재활 치료,2017,310.15
3139,유럽,슬로베니아,치료 및 재활 치료,2018,353.8
3140,유럽,슬로베니아,치료 및 재활 치료,2019,360.27
3141,유럽,슬로베니아,장기 치료,2002,0.62
3142,유럽,슬로베니아,장기 치료,2003,0.86
3143,유럽,슬로베니아,장기 치료,2004,1.04
3144,유럽,슬로베니아,장기 치료,2005,1.19
3145,유럽,슬로베니아,장기 치료,2006,1.25
3146,유럽,슬로베니아,장기 치료,2007,46.88
3147,유럽,슬로베니아,장기 치료,2008,57.45
3148,유럽,슬로베니아,장기 치료,2009,56.53
3149,유럽,슬로베니아,장기 치료,2010,56.05
3150,유럽,슬로베니아,장기 치료,2011,59.78
3151,유럽,슬로베니아,장기 치료,2012,54.75
3152,유럽,슬로베니아,장기 치료,2013,55.87
3153,유럽,슬로베니아,장기 치료,2014,58.47
3154,유럽,슬로베니아,장기 치료,2015,48.59
3155,유럽,슬로베니아,장기 치료,2016,49.78
3156,유럽,슬로베니아,장기 치료,2017,51.97
3157,유럽,슬로베니아,장기 치료,2018,57.12
3158,유럽,슬로베니아,장기 치료,2019,63.12
3159,유럽,슬로베니아,보건 보조 서비스,2002,0.2
3160,유럽,슬로베니아,보건 보조 서비스,2003,0.26
3161,유럽,슬로베니아,보건 보조 서비스,2004,0.31
3162,유럽,슬로베니아,보건 보조 서비스,2005,0.34
3163,유럽,슬로베니아,보건 보조 서비스,2006,0.37
3164,유럽,슬로베니아,보건 보조 서비스,2007,14.34
3165,유럽,슬로베니아,보건 보조 서비스,2008,17.84
3166,유럽,슬로베니아,보건 보조 서비스,2009,17.72
3167,유럽,슬로베니아,보건 보조 서비스,2010,17.44
3168,유럽,슬로베니아,보건 보조 서비스,2011,19.74
3169,유럽,슬로베니아,보건 보조 서비스,2012,19.34
3170,유럽,슬로베니아,보건 보조 서비스,2013,20.11
3171,유럽,슬로베니아,보건 보조 서비스,2014,19.79
3172,유럽,슬로베니아,보건 보조 서비스,2015,17.98
3173,유럽,슬로베니아,보건 보조 서비스,2016,18.28
3174,유럽,슬로베니아,보건 보조 서비스,2017,18.03
3175,유럽,슬로베니아,보건 보조 서비스,2018,19.46
3176,유럽,슬로베니아,보건 보조 서비스,2019,20.69
3177,유럽,슬로베니아,의료품,2002,1.99
3178,유럽,슬로베니아,의료품,2003,2.42
3179,유럽,슬로베니아,의료품,2004,2.73
3180,유럽,슬로베니아,의료품,2005,2.9
3181,유럽,슬로베니아,의료품,2006,3.06
3182,유럽,슬로베니아,의료품,2007,111.21
3183,유럽,슬로베니아,의료품,2008,130.0
3184,유럽,슬로베니아,의료품,2009,134.14
3185,유럽,슬로베니아,의료품,2010,129.36
3186,유럽,슬로베니아,의료품,2011,136.13
3187,유럽,슬로베니아,의료품,2012,128.15
3188,유럽,슬로베니아,의료품,2013,132.74
3189,유럽,슬로베니아,의료품,2014,129.06
3190,유럽,슬로베니아,의료품,2015,109.81
3191,유럽,슬로베니아,의료품,2016,114.26
3192,유럽,슬로베니아,의료품,2017,120.15
3193,유럽,슬로베니아,의료품,2018,132.75
3194,유럽,슬로베니아,의료품,2019,131.18
3195,유럽,슬로베니아,예방치료,2002,0.3
3196,유럽,슬로베니아,예방치료,2003,0.36
3197,유럽,슬로베니아,예방치료,2004,0.43
3198,유럽,슬로베니아,예방치료,2005,0.45
3199,유럽,슬로베니아,예방치료,2006,0.48
3200,유럽,슬로베니아,예방치료,2007,18.38
3201,유럽,슬로베니아,예방치료,2008,21.57
3202,유럽,슬로베니아,예방치료,2009,21.08
3203,유럽,슬로베니아,예방치료,2010,20.28
3204,유럽,슬로베니아,예방치료,2011,22.91
3205,유럽,슬로베니아,예방치료,2012,13.99
3206,유럽,슬로베니아,예방치료,2013,19.22
3207,유럽,슬로베니아,예방치료,2014,17.29
3208,유럽,슬로베니아,예방치료,2015,14.12
3209,유럽,슬로베니아,예방치료,2016,15.3
3210,유럽,슬로베니아,예방치료,2017,16.06
3211,유럽,슬로베니아,예방치료,2018,18.83
3212,유럽,슬로베니아,예방치료,2019,19.64
3213,유럽,슬로베니아,정부의료체계 및 재정행정,2002,0.37
3214,유럽,슬로베니아,정부의료체계 및 재정행정,2003,0.51
3215,유럽,슬로베니아,정부의료체계 및 재정행정,2004,0.48
3216,유럽,슬로베니아,정부의료체계 및 재정행정,2005,0.43
3217,유럽,슬로베니아,정부의료체계 및 재정행정,2006,0.56
3218,유럽,슬로베니아,정부의료체계 및 재정행정,2007,23.71
3219,유럽,슬로베니아,정부의료체계 및 재정행정,2008,24.12
3220,유럽,슬로베니아,정부의료체계 및 재정행정,2009,24.81
3221,유럽,슬로베니아,정부의료체계 및 재정행정,2010,18.68
3222,유럽,슬로베니아,정부의료체계 및 재정행정,2011,19.93
3223,유럽,슬로베니아,정부의료체계 및 재정행정,2012,21.24
3224,유럽,슬로베니아,정부의료체계 및 재정행정,2013,21.71
3225,유럽,슬로베니아,정부의료체계 및 재정행정,2014,23.53
3226,유럽,슬로베니아,정부의료체계 및 재정행정,2015,17.24
3227,유럽,슬로베니아,정부의료체계 및 재정행정,2016,14.56
3228,유럽,슬로베니아,정부의료체계 및 재정행정,2017,17.12
3229,유럽,슬로베니아,정부의료체계 및 재정행정,2018,18.99
3230,유럽,슬로베니아,정부의료체계 및 재정행정,2019,23.54
3231,유럽,스페인,보건 당기 지출,1998,256.5
3232,유럽,스페인,보건 당기 지출,1999,5894.41
3233,유럽,스페인,보건 당기 지출,2000,5451.61
3234,유럽,스페인,보건 당기 지출,2001,5703.12
3235,유럽,스페인,보건 당기 지출,2002,6452.28
3236,유럽,스페인,보건 당기 지출,2003,9207.13
3237,유럽,스페인,보건 당기 지출,2004,10987.81
3238,유럽,스페인,보건 당기 지출,2005,11949.0
3239,유럽,스페인,보건 당기 지출,2006,13206.72
3240,유럽,스페인,보건 당기 지출,2007,15653.49
3241,유럽,스페인,보건 당기 지출,2008,18233.33
3242,유럽,스페인,보건 당기 지출,2009,18166.79
3243,유럽,스페인,보건 당기 지출,2010,17403.2
3244,유럽,스페인,보건 당기 지출,2011,18160.71
3245,유럽,스페인,보건 당기 지출,2012,16305.53
3246,유럽,스페인,보건 당기 지출,2013,16461.21
3247,유럽,스페인,보건 당기 지출,2014,16723.17
3248,유럽,스페인,보건 당기 지출,2015,14612.63
3249,유럽,스페인,보건 당기 지출,2016,14815.45
3250,유럽,스페인,보건 당기 지출,2017,15767.88
3251,유럽,스페인,보건 당기 지출,2018,17130.7
3252,유럽,스페인,보건 당기 지출,2019,17042.58
3253,유럽,스페인,치료 및 재활 치료,1998,176.47
3254,유럽,스페인,치료 및 재활 치료,1999,4038.83
3255,유럽,스페인,치료 및 재활 치료,2000,3708.17
3256,유럽,스페인,치료 및 재활 치료,2001,3880.17
3257,유럽,스페인,치료 및 재활 치료,2002,4352.03
3258,유럽,스페인,치료 및 재활 치료,2003,5289.83
3259,유럽,스페인,치료 및 재활 치료,2004,6326.38
3260,유럽,스페인,치료 및 재활 치료,2005,6865.17
3261,유럽,스페인,치료 및 재활 치료,2006,7593.78
3262,유럽,스페인,치료 및 재활 치료,2007,8956.43
3263,유럽,스페인,치료 및 재활 치료,2008,10559.41
3264,유럽,스페인,치료 및 재활 치료,2009,10362.13
3265,유럽,스페인,치료 및 재활 치료,2010,9849.82
3266,유럽,스페인,치료 및 재활 치료,2011,10400.37
3267,유럽,스페인,치료 및 재활 치료,2012,9426.77
3268,유럽,스페인,치료 및 재활 치료,2013,9383.45
3269,유럽,스페인,치료 및 재활 치료,2014,9574.87
3270,유럽,스페인,치료 및 재활 치료,2015,8413.97
3271,유럽,스페인,치료 및 재활 치료,2016,8471.92
3272,유럽,스페인,치료 및 재활 치료,2017,9098.94
3273,유럽,스페인,치료 및 재활 치료,2018,9915.35
3274,유럽,스페인,치료 및 재활 치료,2019,9960.42
3275,유럽,스페인,장기 치료,1998,5.13
3276,유럽,스페인,장기 치료,1999,114.76
3277,유럽,스페인,장기 치료,2000,102.97
3278,유럽,스페인,장기 치료,2001,105.41
3279,유럽,스페인,장기 치료,2002,118.23
3280,유럽,스페인,장기 치료,2003,648.1
3281,유럽,스페인,장기 치료,2004,835.89
3282,유럽,스페인,장기 치료,2005,943.33
3283,유럽,스페인,장기 치료,2006,1096.13
3284,유럽,스페인,장기 치료,2007,1312.68
3285,유럽,스페인,장기 치료,2008,1503.33
3286,유럽,스페인,장기 치료,2009,1578.92
3287,유럽,스페인,장기 치료,2010,1672.6
3288,유럽,스페인,장기 치료,2011,1693.67
3289,유럽,스페인,장기 치료,2012,1554.92
3290,유럽,스페인,장기 치료,2013,1560.68
3291,유럽,스페인,장기 치료,2014,1562.75
3292,유럽,스페인,장기 치료,2015,1367.31
3293,유럽,스페인,장기 치료,2016,1395.1
3294,유럽,스페인,장기 치료,2017,1502.88
3295,유럽,스페인,장기 치료,2018,1631.49
3296,유럽,스페인,장기 치료,2019,1605.85
3297,유럽,스페인,보건 보조 서비스,1998,2.22
3298,유럽,스페인,보건 보조 서비스,1999,50.43
3299,유럽,스페인,보건 보조 서비스,2000,47.28
3300,유럽,스페인,보건 보조 서비스,2001,48.56
3301,유럽,스페인,보건 보조 서비스,2002,54.56
3302,유럽,스페인,보건 보조 서비스,2003,442.19
3303,유럽,스페인,보건 보조 서비스,2004,524.71
3304,유럽,스페인,보건 보조 서비스,2005,569.0
3305,유럽,스페인,보건 보조 서비스,2006,648.91
3306,유럽,스페인,보건 보조 서비스,2007,771.69
3307,유럽,스페인,보건 보조 서비스,2008,925.49
3308,유럽,스페인,보건 보조 서비스,2009,927.61
3309,유럽,스페인,보건 보조 서비스,2010,888.26
3310,유럽,스페인,보건 보조 서비스,2011,941.53
3311,유럽,스페인,보건 보조 서비스,2012,834.37
3312,유럽,스페인,보건 보조 서비스,2013,817.08
3313,유럽,스페인,보건 보조 서비스,2014,843.85
3314,유럽,스페인,보건 보조 서비스,2015,742.05
3315,유럽,스페인,보건 보조 서비스,2016,758.54
3316,유럽,스페인,보건 보조 서비스,2017,791.06
3317,유럽,스페인,보건 보조 서비스,2018,847.78
3318,유럽,스페인,보건 보조 서비스,2019,849.48
3319,유럽,스페인,의료품,1998,64.17
3320,유럽,스페인,의료품,1999,1502.87
3321,유럽,스페인,의료품,2000,1389.36
3322,유럽,스페인,의료품,2001,1454.81
3323,유럽,스페인,의료품,2002,1676.2
3324,유럽,스페인,의료품,2003,2287.41
3325,유럽,스페인,의료품,2004,2677.63
3326,유럽,스페인,의료품,2005,2879.67
3327,유럽,스페인,의료품,2006,3086.55
3328,유럽,스페인,의료품,2007,3655.7
3329,유럽,스페인,의료품,2008,4208.82
3330,유럽,스페인,의료품,2009,4179.48
3331,유럽,스페인,의료품,2010,4064.77
3332,유럽,스페인,의료품,2011,4123.84
3333,유럽,스페인,의료품,2012,3639.72
3334,유럽,스페인,의료품,2013,3837.54
3335,유럽,스페인,의료품,2014,3898.75
3336,유럽,스페인,의료품,2015,3349.18
3337,유럽,스페인,의료품,2016,3425.41
3338,유럽,스페인,의료품,2017,3585.61
3339,유럽,스페인,의료품,2018,3876.74
3340,유럽,스페인,의료품,2019,3769.42
3341,유럽,스페인,예방치료,1998,2.32
3342,유럽,스페인,예방치료,1999,58.6
3343,유럽,스페인,예방치료,2000,64.48
3344,유럽,스페인,예방치료,2001,66.23
3345,유럽,스페인,예방치료,2002,83.16
3346,유럽,스페인,예방치료,2003,222.15
3347,유럽,스페인,예방치료,2004,265.28
3348,유럽,스페인,예방치료,2005,293.5
3349,유럽,스페인,예방치료,2006,329.92
3350,유럽,스페인,예방치료,2007,405.33
3351,유럽,스페인,예방치료,2008,442.35
3352,유럽,스페인,예방치료,2009,504.1
3353,유럽,스페인,예방치료,2010,406.23
3354,유럽,스페인,예방치료,2011,412.29
3355,유럽,스페인,예방치료,2012,357.51
3356,유럽,스페인,예방치료,2013,354.45
3357,유럽,스페인,예방치료,2014,351.52
3358,유럽,스페인,예방치료,2015,301.04
3359,유럽,스페인,예방치료,2016,317.38
3360,유럽,스페인,예방치료,2017,331.52
3361,유럽,스페인,예방치료,2018,362.5
3362,유럽,스페인,예방치료,2019,365.52
3363,유럽,스페인,정부의료체계 및 재정행정,1998,6.2
3364,유럽,스페인,정부의료체계 및 재정행정,1999,129.08
3365,유럽,스페인,정부의료체계 및 재정행정,2000,139.48
3366,유럽,스페인,정부의료체계 및 재정행정,2001,147.96
3367,유럽,스페인,정부의료체계 및 재정행정,2002,168.1
3368,유럽,스페인,정부의료체계 및 재정행정,2003,317.45
3369,유럽,스페인,정부의료체계 및 재정행정,2004,357.93
3370,유럽,스페인,정부의료체계 및 재정행정,2005,398.17
3371,유럽,스페인,정부의료체계 및 재정행정,2006,451.26
3372,유럽,스페인,정부의료체계 및 재정행정,2007,551.84
3373,유럽,스페인,정부의료체계 및 재정행정,2008,593.92
3374,유럽,스페인,정부의료체계 및 재정행정,2009,614.37
3375,유럽,스페인,정부의료체계 및 재정행정,2010,521.53
3376,유럽,스페인,정부의료체계 및 재정행정,2011,589.2
3377,유럽,스페인,정부의료체계 및 재정행정,2012,492.06
3378,유럽,스페인,정부의료체계 및 재정행정,2013,508.01
3379,유럽,스페인,정부의료체계 및 재정행정,2014,491.44
3380,유럽,스페인,정부의료체계 및 재정행정,2015,439.08
3381,유럽,스페인,정부의료체계 및 재정행정,2016,447.1
3382,유럽,스페인,정부의료체계 및 재정행정,2017,457.58
3383,유럽,스페인,정부의료체계 및 재정행정,2018,496.84
3384,유럽,스페인,정부의료체계 및 재정행정,2019,492.05
3385,유럽,스웨덴,보건 당기 지출,1998,19748.93
3386,유럽,스웨덴,보건 당기 지출,1999,20088.14
3387,유럽,스웨덴,보건 당기 지출,2000,19262.34
3388,유럽,스웨덴,보건 당기 지출,2001,19148.4
3389,유럽,스웨덴,보건 당기 지출,2002,21901.95
3390,유럽,스웨덴,보건 당기 지출,2003,27794.93
3391,유럽,스웨덴,보건 당기 지출,2004,31303.95
3392,유럽,스웨덴,보건 당기 지출,2005,31982.33
3393,유럽,스웨덴,보건 당기 지출,2006,34060.3
3394,유럽,스웨덴,보건 당기 지출,2007,39273.96
3395,유럽,스웨덴,보건 당기 지출,2008,42501.67
3396,유럽,스웨덴,보건 당기 지출,2009,38304.97
3397,유럽,스웨덴,보건 당기 지출,2010,41235.64
3398,유럽,스웨덴,보건 당기 지출,2011,59832.97
3399,유럽,스웨덴,보건 당기 지출,2012,59266.37
3400,유럽,스웨덴,보건 당기 지출,2013,64033.64
3401,유럽,스웨덴,보건 당기 지출,2014,63720.41
3402,유럽,스웨덴,보건 당기 지출,2015,54538.98
3403,유럽,스웨덴,보건 당기 지출,2016,55973.95
3404,유럽,스웨덴,보건 당기 지출,2017,58341.64
3405,유럽,스웨덴,보건 당기 지출,2018,60790.33
3406,유럽,스웨덴,보건 당기 지출,2019,58009.2
3407,유럽,스웨덴,치료 및 재활 치료,2001,12687.8
3408,유럽,스웨덴,치료 및 재활 치료,2002,14162.32
3409,유럽,스웨덴,치료 및 재활 치료,2003,18171.69
3410,유럽,스웨덴,치료 및 재활 치료,2004,20303.54
3411,유럽,스웨덴,치료 및 재활 치료,2005,20613.92
3412,유럽,스웨덴,치료 및 재활 치료,2006,22100.41
3413,유럽,스웨덴,치료 및 재활 치료,2007,25518.93
3414,유럽,스웨덴,치료 및 재활 치료,2008,27616.08
3415,유럽,스웨덴,치료 및 재활 치료,2009,24884.18
3416,유럽,스웨덴,치료 및 재활 치료,2010,27012.21
3417,유럽,스웨덴,치료 및 재활 치료,2011,31222.19
3418,유럽,스웨덴,치료 및 재활 치료,2012,30816.22
3419,유럽,스웨덴,치료 및 재활 치료,2013,33004.76
3420,유럽,스웨덴,치료 및 재활 치료,2014,33026.38
3421,유럽,스웨덴,치료 및 재활 치료,2015,28144.55
3422,유럽,스웨덴,치료 및 재활 치료,2016,28769.28
3423,유럽,스웨덴,치료 및 재활 치료,2017,29879.65
3424,유럽,스웨덴,치료 및 재활 치료,2018,30952.01
3425,유럽,스웨덴,치료 및 재활 치료,2019,29724.84
3426,유럽,스웨덴,장기 치료,1998,1551.07
3427,유럽,스웨덴,장기 치료,1999,1619.61
3428,유럽,스웨덴,장기 치료,2000,1557.21
3429,유럽,스웨덴,장기 치료,2001,1528.46
3430,유럽,스웨덴,장기 치료,2002,1747.95
3431,유럽,스웨덴,장기 치료,2003,2171.08
3432,유럽,스웨덴,장기 치료,2004,2489.12
3433,유럽,스웨덴,장기 치료,2005,2558.9
3434,유럽,스웨덴,장기 치료,2006,2748.37
3435,유럽,스웨덴,장기 치료,2007,3127.96
3436,유럽,스웨덴,장기 치료,2008,3296.66
3437,유럽,스웨덴,장기 치료,2009,2937.91
3438,유럽,스웨덴,장기 치료,2010,3173.79
3439,유럽,스웨덴,장기 치료,2011,15766.41
3440,유럽,스웨덴,장기 치료,2012,15771.09
3441,유럽,스웨덴,장기 치료,2013,17048.85
3442,유럽,스웨덴,장기 치료,2014,16898.54
3443,유럽,스웨덴,장기 치료,2015,14429.62
3444,유럽,스웨덴,장기 치료,2016,14883.88
3445,유럽,스웨덴,장기 치료,2017,15604.21
3446,유럽,스웨덴,장기 치료,2018,16046.72
3447,유럽,스웨덴,장기 치료,2019,15236.89
3448,유럽,스웨덴,보건 보조 서비스,2001,407.84
3449,유럽,스웨덴,보건 보조 서비스,2002,808.21
3450,유럽,스웨덴,보건 보조 서비스,2003,1213.6
3451,유럽,스웨덴,보건 보조 서비스,2004,1523.54
3452,유럽,스웨덴,보건 보조 서비스,2005,1597.72
3453,유럽,스웨덴,보건 보조 서비스,2006,1585.23
3454,유럽,스웨덴,보건 보조 서비스,2007,1790.98
3455,유럽,스웨덴,보건 보조 서비스,2008,2058.73
3456,유럽,스웨덴,보건 보조 서비스,2009,1751.37
3457,유럽,스웨덴,보건 보조 서비스,2010,1793.9
3458,유럽,스웨덴,보건 보조 서비스,2011,2207.7
3459,유럽,스웨덴,보건 보조 서비스,2012,2118.58
3460,유럽,스웨덴,보건 보조 서비스,2013,2523.81
3461,유럽,스웨덴,보건 보조 서비스,2014,2477.41
3462,유럽,스웨덴,보건 보조 서비스,2015,2029.86
3463,유럽,스웨덴,보건 보조 서비스,2016,2102.22
3464,유럽,스웨덴,보건 보조 서비스,2017,2336.26
3465,유럽,스웨덴,보건 보조 서비스,2018,2529.46
3466,유럽,스웨덴,보건 보조 서비스,2019,2509.41
3467,유럽,스웨덴,의료품,1998,3292.83
3468,유럽,스웨덴,의료품,1999,3450.0
3469,유럽,스웨덴,의료품,2000,3275.0
3470,유럽,스웨덴,의료품,2001,3444.14
3471,유럽,스웨덴,의료품,2002,3955.75
3472,유럽,스웨덴,의료품,2003,4923.73
3473,유럽,스웨덴,의료품,2004,5559.18
3474,유럽,스웨덴,의료품,2005,5665.86
3475,유럽,스웨덴,의료품,2006,6037.4
3476,유럽,스웨덴,의료품,2007,6792.6
3477,유럽,스웨덴,의료품,2008,7314.11
3478,유럽,스웨덴,의료품,2009,6515.29
3479,유럽,스웨덴,의료품,2010,6971.29
3480,유럽,스웨덴,의료품,2011,7828.04
3481,유럽,스웨덴,의료품,2012,7648.82
3482,유럽,스웨덴,의료품,2013,8133.03
3483,유럽,스웨덴,의료품,2014,8035.86
3484,유럽,스웨덴,의료품,2015,6958.41
3485,유럽,스웨덴,의료품,2016,7232.36
3486,유럽,스웨덴,의료품,2017,7261.52
3487,유럽,스웨덴,의료품,2018,7715.88
3488,유럽,스웨덴,의료품,2019,7271.67
3489,유럽,스웨덴,예방치료,2001,623.62
3490,유럽,스웨덴,예방치료,2002,738.09
3491,유럽,스웨덴,예방치료,2003,849.44
3492,유럽,스웨덴,예방치료,2004,932.65
3493,유럽,스웨덴,예방치료,2005,1034.67
3494,유럽,스웨덴,예방치료,2006,1023.31
3495,유럽,스웨덴,예방치료,2007,1284.47
3496,유럽,스웨덴,예방치료,2008,1445.98
3497,유럽,스웨덴,예방치료,2009,1398.82
3498,유럽,스웨덴,예방치료,2010,1428.71
